"WDS";"Discov";"Comp";"Firs";"Last";"Obs";"P1";"P2";"Sep.01";"Sep.02";"Mag1";"Mag2";"Spectr";"M1RA";"M1DE";"M2RA";"M2DE";"DurNum";"Not";"Coord2000ArcSec";"Mag1Num";"Mag2Num"
"11491+1434";"BU  604";"AD";1833;2014;14;204;194;298;236.5;"2.14";"8.49";"A3V";"-498";"-115";"-47";"32";"+15 2382";"N";"114903.58+143419.4";2.14;8.49
"11520+0850";"STF1575";"";1782;2015;65;214;209;27.5;30.4;"7.43";"7.89";"K0";"-10";"-50";"8";"-51";"+09 2553";"NZ V";"115157.57+084948.0";7.43;7.89
"11538+5342";"SHY 227";"";1991;1999;3;75;75;999.9;999.9;"2.40";"8.21";"A0Ve+K2V";"103";"10";"108";"-1";"";"NV";"115349.74+534141.0";2.4;8.21
"11545+1925";"STTA112";"AB";1875;2015;31;35;37;73.1;73.8;"8.28";"8.49";"G0";"-458";"-18";"-453";"-15";"+20 2658";"NZ V";"115432.07+192440.4";8.28;8.49
"11547-6622";"SHY 230";"";1991;2010;5;123;123;220.3;220.3;"6.41";"8.49";"F2IV+G3V";"14";"-65";"14";"-65";"-65 1744";"NVW";"115444.62-662233.7";6.41;8.49
"11551+4629";"STF1579";"AB,D";1782;2016;70;112;114;60.1;62.6;"6.68";"6.97";"A3Vn";"10";"3";"12";"0";"+47 1914";"NZ";"115505.74+462836.6";6.68;6.97
"11551+4629";"STF1579";"CD";1970;2006;10;117;117;62.1;62;"8.32";"6.97";"";"10";"3";"12";"0";"";"N";"115506.00+462839.6";8.32;6.97
"11596-7813";"FGL   1";"AB,C";1752;2010;10;45;40;136.5;134.9;"4.91";"6.62";"B9Vn+A+sh";"-39";"0";"-40";"-5";"";"NV";"115937.58-781318.5";4.91;6.62
"12001+7039";"STT 242";"AC";1868;2015;39;150;158;33.7;30.7;"8.62";"8.50";"F8";"11";"-22";"-29";"-15";"";"NY";"120006.01+703933.7";8.62;8.5
"12002+3644";"STTA114";"";1875;2010;31;81;83;86.8;86.8;"7.48";"8.39";"Am";"-16";"4";"-12";"-13";"+37 2238";"NY";"120009.90+364347.3";7.48;8.39
"12015-0023";"STF1591";"AB";1831;2013;39;354;351;53.8;51.2;"8.43";"8.95";"K";"2";"8";"-5";"-9";"+00 2878";"NY";"120127.93-002243.6";8.43;8.95
"12019+0006";"STTA116";"";1875;2012;32;182;177;75;72.5;"7.81";"8.49";"A2";"-44";"-24";"6";"-8";"+00 2880";"N";"120156.96+000607.5";7.81;8.49
"12021+4303";"FOR   1";"AB";1909;2012;13;52;62;310.5;273.6;"5.24";"6.72";"A7m";"-327";"72";"-347";"-512";"+43 2179";"NL";"120206.80+430244.3";5.24;6.72
"12021+4303";"ARN   5";"AC";1930;2012;9;21;25;370.7;375.3;"5.24";"8.47";"F0Vam";"-349";"57";"-8";"5";"";"N";"120206.80+430244.3";5.24;8.47
"12021+4303";"FOR   1";"AD";1909;2012;12;269;268;404.3;364.4;"5.24";"8.91";"F0Vam";"-349";"57";"66";"-22";"+43 2177";"N";"120206.80+430244.3";5.24;8.91
"12021+4303";"FOR   1";"BC";1909;1999;6;323;336;198.2;221.8;"6.72";"8.47";"G8Vwk";"-347";"-512";"-9";"4";"+43 2182";"N";"120228.92+430502.7";6.72;8.47
"12027-1043";"SHY 588";"AC";1991;2000;4;115;115;331.2;331.1;"8.58";"7.48";"G3V+F5";"33";"-17";"34";"-19";"";"NV";"120239.44-104248.9";8.58;7.48
"12056+6848";"STF1599";"AE";1875;2015;21;179;182;129.7;125.4;"7.50";"7.94";"K1III";"-6";"-28";"-54";"-9";"+69  641";"NZ";"120533.52+684739.7";7.5;7.94
"12084-5043";"JC    2";"AB";1847;1999;21;325;325;221.3;269.1;"2.51";"4.42";"B2IVne";"-50";"-7";"-35";"-7";"-50 6697";"N";"120821.54-504320.7";2.51;4.42
"12084-5043";"JC    2";"AC";1847;1999;17;227;227;217.6;216.9;"2.51";"6.35";"B9V";"-50";"-7";"-36";"-10";"-50 6688";"N";"120821.54-504320.7";2.51;6.35
"12110+8143";"SHJ 136";"";1823;2015;26;77;74;63.4;71.4;"6.15";"8.25";"gK5";"-26";"-3";"14";"19";"+82  356";"N";"121059.99+814235.4";6.15;8.25
"12148-5547";"SHY 597";"AC";1991;2000;4;114;114;999.9;999.9;"8.52";"7.85";"F5V+F5V";"-35";"-11";"-41";"-13";"";"NVW";"121450.72-554723.5";8.52;7.85
"12148-5547";"SHY 582";"AD";1991;2000;3;253;253;999.9;999.9;"8.52";"8.29";"F5V+F2IV";"-37";"-11";"-39";"-8";"";"NVW";"121450.72-554723.5";8.52;8.29
"12171-6542";"SHY 596";"";1991;2000;4;113;113;999.9;999.9;"6.06";"6.18";"A0V+B9V";"-39";"-10";"-41";"-12";"-64 1844";"NV";"121706.31-654134.6";6.06;6.18
"12195+2809";"LEP  53";"";1901;2010;13;224;224;546.4;545.6;"6.39";"8.95";"F8IV-V";"-204";"-126";"-196";"-120";"+28 2106";"NV";"121929.52+280924.9";6.39;8.95
"12206-2213";"BU 1245";"A,CD";1991;2000;6;295;295;349.1;349.2;"5.17";"6.04";"B8Vne+G3IV";"-109";"-23";"-109";"-23";"-21 3511";"NV";"122033.71-221257.0";5.17;6.04
"12225+2551";"SHJ 143";"AC";1783;2012;47;167;168;58.9;59;"4.86";"8.90";"G0III-+A3";"-11";"-8";"-12";"-7";"+26 2338";"N";"122230.32+255046.3";4.86;8.9
"12266-6306";"DUN 252";"AC";1750;2016;33;216;202;92.5;90.1;"1.25";"4.80";"B4IV";"-35";"-15";"-38";"-15";"-62 2742";"N";"122635.94-630556.6";1.25;4.8
"12266-6306";"DUN 252";"BC";1826;2008;17;204;205;87;90.6;"1.55";"4.80";"B0.5IV";"-43";"-8";"-38";"-15";"";"N";"122636.44-630558.2";1.55;4.8
"12289+2555";"STFA 21";"AB";1836;2012;46;251;250;145.3;144.9;"5.23";"6.64";"A0p";"-22";"-16";"-20";"-16";"+26 2354";"N";"122854.72+255446.4";5.23;6.64
"12300+5132";"BUP 143";"AC";1908;2015;12;326;333;231.8;217.5;"6.21";"8.45";"F6-8V";"-294";"25";"22";"-12";"+52 1630";"NU";"123002.83+513208.3";6.21;8.45
"12302-5336";"RSS  16";"";1892;2010;15;152;152;50.2;49.5;"8.13";"8.58";"A0IV";"-12";"-3";"-12";"0";"-52 5638";"N";"123009.76-533539.9";8.13;8.58
"12312+0120";"SHJ 146";"AB";1796;2012;39;293;290;53.8;49.9;"7.68";"8.69";"A5";"-35";"-10";"-34";"-11";"+02 2552";"N";"123114.61+011937.0";7.68;8.69
"12312-5707";"DUN 124";"AB";1826;2010;19;41;26;93.1;128.9;"1.83";"6.45";"M3.5III";"28";"-264";"5";"-14";"-56 5272";"NL U";"123109.95-570647.5";1.83;6.45
"12323-6144";"TOB  89";"";1923;2010;8;226;227;44.3;44.8;"8.18";"8.96";"A1Vn";"-17";"5";"-26";"7";"";"";"123217.38-614342.5";8.18;8.96
"12350+3620";"HJL1070";"";1880;2013;17;79;79;240.5;240.3;"8.15";"8.24";"F8V+F3";"-98";"-50";"-96";"-48";"+37 2297";"";"123459.37+361930.9";8.15;8.24
"12357-1201";"STF1659";"AE";1870;2011;16;276;275;175.5;152.3;"7.94";"6.78";"G0";"-146";"19";"16";"-20";"";"LW";"123543.75-120130.0";7.94;6.78
"12357-1201";"STF1659";"AF";1870;2011;15;144;140;198.3;208.3;"7.94";"6.64";"G0";"-146";"19";"-20";"23";"";"W";"123543.75-120130.0";7.94;6.64
"12357-1201";"STF1659";"EF";1870;2011;22;122;121;342.3;331.3;"6.78";"6.64";"G5";"16";"-20";"-20";"23";"";"W";"123533.19-120115.9";6.78;6.64
"12383-1131";"STF1664";"AE";1890;2002;13;110;110;118.8;120.9;"7.82";"8.58";"K0";"-32";"16";"-19";"1";"";"";"123819.95-113101.1";7.82;8.58
"12383-1131";"STF1664";"EF";1890;2002;11;110;102;94;92.7;"8.58";"8.91";"G5";"-17";"1";"-33";"-11";"";"";"123827.65-113142.4";8.58;8.91
"12392-0800";"ENG  47";"AB";1886;2012;23;137;136;172.9;176.8;"4.78";"8.80";"K2III-b";"-77";"-24";"-27";"-17";"-07 3452";"N";"123914.81-075943.8";4.78;8.8
"12396+1956";"BGH  40";"AB";1893;2007;12;148;148;415.9;415.7;"8.51";"8.90";"G5+K0";"-81";"-104";"-81";"-107";"+20 2748";"N";"123921.50+200140.0";8.51;8.9
"12415-4858";"SHY 239";"AD";1991;1999;3;304;304;999.9;999.9;"2.82";"3.85";"A1IV+A2V";"-193";"-31";"-185";"-7";"";"NV";"124131.01-485734.6";2.82;3.85
"12416+1026";"SHY 610";"AC";1991;2000;4;52;52;999.9;999.9;"6.24";"8.73";"A7Vn+G5";"-107";"1";"-112";"1";"";"NV";"124134.46+102534.6";6.24;8.73
"12417+5543";"SHY  64";"AB";1991;1999;3;191;191;999.9;999.9;"8.37";"8.63";"K3V+K0V";"123";"-6";"109";"-5";"";"NVW";"124144.52+554328.8";8.37;8.63
"12417+5543";"SHY 236";"AE";1991;1999;3;248;248;999.9;999.9;"8.37";"8.21";"K3V+K0V";"123";"-6";"108";"-1";"";"NVW";"124144.52+554328.8";8.37;8.21
"12417+5543";"SHY 236";"BE";1991;1999;3;350;350;999.9;999.9;"8.63";"8.21";"K0V+K0V";"109";"-5";"108";"-1";"";"NVW";"123551.28+511317.3";8.63;8.21
"12417-0127";"STF1670";"AE";1851;2016;18;186;167;255;260.4;"3.48";"8.94";"F0V";"-617";"61";"-56";"6";"";"N";"124139.60-012657.9";3.48;8.94
"12417-0127";"STF1670";"BE";1884;1999;6;182;169;259;259.1;"3.53";"8.94";"F0V";"";"";"-57";"8";"";"N";"124139.81-012657.6";3.53;8.94
"12452-5721";"SHY  65";"";1991;1999;3;56;56;999.9;999.9;"7.93";"8.30";"K4V+G5V";"-201";"-130";"-103";"-121";"";"NV";"124514.41-572128.8";7.93;8.3
"12454+1422";"STF1678";"";1825;2014;125;213;170;33.4;37.4;"7.16";"7.68";"B8V";"-50";"4";"81";"-44";"+15 2504";"NL Y";"124526.17+142224.9";7.16;7.68
"12464+0932";"STT 577";"";1852;2012;23;183;210;192.5;143;"5.77";"8.74";"K1III-IV";"279";"-453";"-101";"-22";"+10 2468";"NL U";"124622.54+093222.9";5.77;8.74
"12464-5629";"HJ 4548";"AB";1834;2010;15;174;166;70;51.7;"4.59";"8.93";"B3V";"-33";"-15";"-12";"-1";"-55 5215";"N";"124622.71-562919.7";4.59;8.93
"12471+2237";"SHY 612";"";1991;2015;4;23;23;999.9;999.9;"8.44";"8.89";"G5+F8V";"-11";"-9";"-11";"-8";"+23 2492";"NVW";"124706.74+223700.7";8.44;8.89
"12477-5941";"DUN 125";"AC";1826;2000;9;23;23;384;373.1;"1.28";"7.17";"B7II";"-43";"-16";"-11";"-1";"-58 4514";"N";"124743.26-594119.5";1.28;7.17
"12487+6019";"SHY  66";"AC";1991;1999;3;138;138;999.9;999.9;"5.89";"6.88";"F5V+G1Va";"109";"-1";"113";"-20";"";"NV";"124839.46+601911.3";5.89;6.88
"12491+4213";"ES 2643";"";1895;2010;22;51;46;47.7;45;"8.60";"8.81";"G9III";"-21";"-28";"-59";"-17";"+43 2261";"N";"124907.52+421325.4";8.6;8.81
"12519+1910";"SHJ 153";"AC";1823;2012;28;327;328;247.4;243.1;"7.31";"8.22";"Am";"-84";"15";"19";"13";"";"N";"125154.80+191019.9";7.31;8.22
"12519+1910";"SHJ 153";"BC";1893;2012;21;328;331;256.6;252.5;"7.78";"8.22";"F8V";"-76";"7";"19";"13";"";"N";"125154.39+191005.0";7.78;8.22
"12522+1704";"STFA 23";"AB";1836;2011;42;49;51;194.7;195.9;"6.50";"6.99";"M0III";"2";"-5";"38";"-36";"+17 2551";"NY";"125212.26+170426.2";6.5;6.99
"12522+1704";"STFA 23";"AC";1875;2001;6;262;262;898.1;905.1;"6.50";"8.95";"M0III";"2";"-5";"-35";"-6";"+17 2549";"N";"125212.26+170426.2";6.5;8.95
"12546-5711";"DUN 126";"AB";1826;2016;36;10;17;35.9;34.9;"3.94";"4.95";"B2IV-V";"-31";"-13";"-33";"-11";"-56 5487";"NZ";"125435.66-571040.4";3.94;4.95
"13073+0035";"TOK 155";"AC";1991;2000;5;246;246;999.9;999.9;"7.51";"7.19";"F5V+K0";"-102";"-98";"-85";"-105";"";"NV";"130719.75+003506.7";7.51;7.19
"13077+2401";"STT 259";"";1843;2015;34;21;21;39.6;39;"8.24";"8.60";"G5V";"-267";"149";"-269";"147";"+24 2539";"NZWV";"130739.71+240035.3";8.24;8.6
"13101+3830";"STFA 24";"AB";1835;2012;38;297;296;289.9;275.6;"5.95";"6.26";"A9IV";"-70";"45";"-15";"6";"+39 2614";"NU";"131003.27+382955.9";5.95;6.26
"13135+6717";"STFA 25";"AB";1835;2015;31;297;296;178.7;179.2;"6.64";"7.08";"K2III";"-155";"10";"-156";"10";"+68  720";"NV";"131328.26+671716.6";6.64;7.08
"13135+6717";"STFA 25";"AC";1859;2015;26;232;223;122.1;105;"6.64";"8.89";"K2III";"-155";"10";"-2";"7";"+68  719";"NL";"131328.26+671716.6";6.64;8.89
"13135+6717";"STFA 25";"BC";1859;2003;25;157;150;167.8;176.9;"7.08";"8.89";"K2III";"-156";"10";"-2";"7";"+68  717";"N";"131300.19+671834.9";7.08;8.89
"13136+5643";"STTA122";"AB";1876;2015;32;211;216;115.1;126;"6.88";"8.11";"G1Va+G5";"112";"-18";"8";"-14";"+57 1425";"NYW";"131336.89+564229.9";6.88;8.11
"13136+5643";"SHY 246";"AF";1991;1999;3;255;255;999.9;999.9;"6.88";"8.21";"G1Va+K2V";"113";"-20";"108";"-1";"";"NVW";"131336.89+564229.9";6.88;8.21
"13149-1122";"SHJ 162";"AB";1777;2016;51;77;44;30;112.6;"7.11";"8.18";"G2V";"-220";"-296";"1";"-4";"";"NL U";"131455.72-112209.9";7.11;8.18
"13152-6754";"DUN 131";"AC";1826;2002;18;329;332;61.2;58.4;"4.76";"7.24";"B8V";"-37";"-11";"-36";"-15";"-67 2224";"N";"131514.94-675340.5";4.76;7.24
"13166+1948";"BGH  46";"AB";1893;2011;19;58;58;202.9;203;"6.46";"7.59";"A3+A2";"-110";"30";"-110";"26";"+20 2814";"NV";"131632.26+194707.0";6.46;7.59
"13225-2257";"SHY 618";"AC";1991;1998;3;238;238;999.9;999.9;"8.13";"8.36";"G1/2V+F5V";"-24";"9";"-27";"3";"";"NV";"132232.32-225710.1";8.13;8.36
"13226-6059";"DUN 133";"AB,C";1826;2016;21;341;346;59.8;60.4;"4.49";"6.15";"B2.5Vn";"-36";"-16";"-9";"-11";"";"N";"132237.94-605918.3";4.49;6.15
"13239+5456";"STF1744";"AC";1831;2013;12;72;70;720;706.9;"2.23";"4.01";"A1VpSrSi";"121";"-22";"119";"-18";"";"NV";"132355.42+545531.5";2.23;4.01
"13239+5456";"SMR   4";"AD";1913;2013;9;101;100;498.7;493.2;"2.23";"7.62";"A1VpSrSi";"121";"-22";"-20";"-5";"";"N";"132355.42+545531.5";2.23;7.62
"13239+5456";"SHY 247";"AE";1991;1999;3;321;321;999.9;999.9;"2.23";"6.88";"A2V+G1Va";"121";"-22";"113";"-20";"";"NV";"132355.42+545531.5";2.23;6.88
"13239+5456";"SHY 248";"CE";1991;1999;3;317;317;999.9;999.9;"4.01";"6.88";"A5V+G1Va";"119";"-18";"113";"-20";"";"NV";"132513.53+545916.6";4.01;6.88
"13239+5456";"SHY 248";"CG";1991;1999;3;271;271;999.9;999.9;"4.01";"8.21";"A5V+K2V";"119";"-18";"108";"-1";"";"NV";"132513.53+545916.6";4.01;8.21
"13239+5456";"SHY 248";"CH";1991;1999;3;243;243;999.9;999.9;"4.01";"8.63";"A5V+K0V";"119";"-18";"109";"-5";"";"NV";"132513.53+545916.6";4.01;8.63
"13253+4028";"HJ 1231";"AC";1896;2015;15;234;233;94.8;92.5;"8.67";"8.85";"F8";"-29";"-19";"0";"-3";"";"N";"132517.27+402800.9";8.67;8.85
"13267-2418";"BGH   6";"";1933;2016;16;268;268;319.4;319;"8.83";"8.93";"K3V";"-335";"-59";"-335";"-69";"-2311076";"NVW";"132702.90-241725.5";8.83;8.93
"13271+6444";"STTA123";"AB";1876;2015;28;147;147;69;69;"6.65";"7.03";"F0";"-69";"35";"-69";"34";"+65  935";"NVW";"132704.70+644407.6";6.65;7.03
"13284+1347";"STT 579";"AB";1852;2002;16;144;127;304.4;268.6;"5.04";"8.69";"G2.5Va";"-236";"-576";"4";"8";"+14 2621";"NL U";"132825.81+134643.6";5.04;8.69
"13288+5956";"S   649";"CA";1824;2014;23;111;111;182.3;182.2;"5.46";"8.19";"A1Vn";"-79";"35";"-79";"33";"+60 1461";"NZ V";"132827.09+595644.8";5.46;8.19
"13288+5956";"STU  25";"CD";1907;2012;11;61;61;411.7;413.8;"5.46";"8.73";"A1Vn";"-79";"35";"-22";"-5";"";"N";"132827.09+595644.8";5.46;8.73
"13309+2414";"H 5  70";"AC";1782;2015;55;263;256;56.9;77.1;"7.67";"8.28";"G2III";"6";"19";"-55";"-19";"+24 2592";"NL Y";"133052.21+241415.3";7.67;8.28
"13324-1240";"SHJ 165";"";1840;2013;28;79;78;47.5;48.1;"7.60";"8.58";"F3II/III";"-50";"-3";"-51";"1";"-11 3535";"N";"133224.72-123947.1";7.6;8.58
"13329+3454";"ARN   8";"AB,D";1919;2012;18;259;259;357.1;351.6;"6.81";"8.40";"A6III";"-43";"-12";"14";"-26";"";"N";"133251.02+345425.8";6.81;8.4
"13356+1012";"HJ  228";"";1825;2012;25;10;15;60;69.9;"6.60";"8.99";"K0";"87";"-52";"89";"-53";"+10 2565";"NZWV";"133533.42+101217.9";6.6;8.99
"13372+5236";"HJL1081";"";1903;2010;11;306;306;209.6;213.1;"6.91";"8.81";"K5";"-50";"-14";"-57";"23";"";"";"133712.71+523535.0";6.91;8.81
"13407+1957";"STF1772";"AD";1865;2010;19;2;1;207.2;208.4;"5.76";"7.38";"A1V";"-47";"23";"-49";"24";"";"NZ";"134040.50+195720.4";5.76;7.38
"13408-1748";"SHY 630";"";1991;1999;4;351;351;999.9;999.9;"7.93";"8.56";"F3V+F3V";"-34";"-12";"-45";"-15";"-17 3903";"NV";"134050.72-174733.6";7.93;8.56
"13440-5914";"DUN 142";"";1826;2010;18;95;90;32.4;33.2;"6.48";"7.60";"B8V";"-31";"-11";"-31";"-12";"-58 5092";"NZ";"134357.35-591409.6";6.48;7.6
"13453-1031";"S   652";"AB";1879;2010;24;139;117;50.5;46.7;"8.71";"8.81";"G0";"-74";"-133";"-8";"-6";"-09 3767";"NL U";"134519.87-103126.7";8.71;8.81
"13470+3833";"S   654";"AB";1825;2013;29;238;239;71.3;71.8;"5.62";"8.91";"K0III+F8V";"-134";"-21";"-137";"-22";"+39 2680";"NV";"134659.77+383233.7";5.62;8.91
"13470+3833";"SHY 633";"AC";1991;2002;4;296;296;999.9;999.9;"5.62";"8.93";"K0III+G5";"-134";"-21";"-140";"-23";"";"NV";"134659.77+383233.7";5.62;8.93
"13493-4031";"DUN 146";"";1826;2013;21;88;86;55.8;68.2;"6.95";"7.45";"F3V";"-88";"2";"0";"1";"-39 8490";"";"134916.49-403059.0";6.95;7.45
"13496+1301";"SHY 635";"";1991;1999;3;153;153;999.9;999.9;"6.72";"6.94";"F8V+F5III";"-148";"25";"-150";"25";"+13 2714";"V";"134936.06+130037.0";6.72;6.94
"13499-2811";"RSS  20";"";1912;2010;12;87;90;73.6;48.9;"7.82";"8.97";"A6:+...";"33";"-31";"-227";"-78";"-27 9439";"NL Y";"134954.40-281112.6";7.82;8.97
"13504+2117";"S   656";"";1800;2015;45;211;209;88.5;85.1;"6.93";"7.37";"G0";"-34";"7";"-36";"16";"+21 2580";"NZ";"135023.51+211635.8";6.93;7.37
"13510+6819";"STTA127";"AB";1844;2016;37;68;62;71.2;87.7;"6.53";"8.32";"K2IV";"-176";"-58";"-104";"11";"+69  724";"NL";"135059.40+681855.6";6.53;8.32
"13515-4818";"CPO  61";"AB";1902;2016;25;131;131;30.7;30.6;"7.37";"7.43";"G6III:";"-115";"-27";"-115";"-27";"-47 8662";"NZWV";"135132.35-481735.7";7.37;7.43
"13535-3540";"H 5 124";"AE";1889;2016;18;359;7;65.2;68.3;"6.27";"8.65";"F4V";"-87";"-13";"-4";"1";"-35 9089";"NU";"135332.75-353951.2";6.27;8.65
"13573-5602";"DUN 151";"";1835;2010;33;310;55;11.5;38.7;"7.59";"8.83";"G2V";"-250";"-84";"-14";"3";"-55 5794";"NLWY";"135717.24-560224.2";7.59;8.83
"13575-5743";"DUN 150";"AB";1834;1999;11;268;266;70;58.8;"7.58";"8.82";"M3Iab/Ib";"-7";"-1";"-4";"-7";"-57 6410";"N";"135728.09-574240.0";7.58;8.82
"14048+2549";"BGH  50";"";1896;2011;16;32;32;96.5;98.8;"7.00";"8.90";"F5+K0";"7";"-110";"9";"-109";"+26 2521";"NVW";"140445.95+254903.9";7;8.9
"14056-1804";"S   659";"";1825;2015;25;170;170;31.3;31.1;"8.31";"8.93";"F8";"42";"-44";"42";"-44";"-17 4002";"NVW";"140538.56-180420.5";8.31;8.93
"14060-4111";"WFC 145";"AB";1826;2016;12;77;78;77.6;85.2;"4.31";"8.49";"B2V";"-23";"-22";"-21";"-22";"-40 8405";"";"140602.79-411046.5";4.31;8.49
"14096-5130";"HJ 4651";"";1837;2010;16;134;130;62.7;64.3;"5.95";"8.89";"B9IV";"-32";"-12";"-10";"-5";"-50 8294";"N";"140935.03-513016.8";5.95;8.89
"14153+5232";"SHY 645";"";1991;2015;5;135;135;999.9;999.9;"6.57";"6.93";"A4V+A2";"-18";"-2";"-17";"-3";"+53 1699";"NVW";"141517.01+523209.4";6.57;6.93
"14153+0308";"SHY 261";"AC";1991;2000;4;96;96;999.9;999.9;"7.73";"7.02";"G0V+F8";"-204";"61";"-196";"53";"";"NV";"141519.38+030752.6";7.73;7.02
"14161+5643";"STF1831";"AC";1872;2015;37;227;222;105;112.2;"7.16";"6.73";"F8V";"-40";"3";"-3";"-93";"";"NZ";"141608.47+564245.7";7.16;6.73
"14162+5122";"STFA 26";"AB";1779;2016;102;37;33;37.6;38.8;"4.76";"7.39";"A7IV+K0V";"-149";"89";"-144";"92";"+52 1784";"NV";"141610.07+512201.3";4.76;7.39
"14169-7740";"GLI 200";"";1851;2010;7;153;155;68.4;67.4;"6.63";"8.64";"K2II+K0III";"-5";"-3";"-21";"-16";"-77  940";"";"141655.15-773951.2";6.63;8.64
"14201+3026";"SHY 647";"";1991;1999;3;153;153;999.9;999.9;"6.47";"8.11";"A5III+F8";"-9";"-6";"-10";"-7";"+31 2605";"NV";"142008.67+302544.9";6.47;8.11
"14208-4225";"POL   9";"AB,CD";1890;2016;12;211;212;80.9;78.5;"7.20";"8.88";"A1V";"24";"-12";"14";"-44";"";"Z";"142050.71-422529.2";7.2;8.88
"14242+0549";"HJL1086";"AB";1950;2013;6;273;274;181;158.9;"5.11";"7.32";"A3V";"-78";"6";"-50";"18";"";"";"142411.34+054912.4";5.11;7.32
"14255-1958";"SHJ 179";"AB";1798;2015;47;299;295;35.7;34.6;"6.61";"7.16";"A2V";"-25";"-12";"-24";"-11";"-19 3880";"NZ";"142529.91-195811.8";6.61;7.16
"14261-4513";"DUN 160";"AB";1826;2013;14;213;204;122;160.4;"4.53";"8.92";"B2IV";"-13";"-15";"-11";"1";"-44 9322";"N";"142608.22-451317.1";4.53;8.92
"14265+1914";"HJL1087";"";1899;2013;15;254;254;226.5;224.4;"5.43";"8.38";"kA7hA8m..";"-70";"27";"-67";"12";"";"";"142627.36+191336.8";5.43;8.38
"14276-4613";"ARY  92";"";1901;2013;7;56;55;72.9;73.7;"7.2";"7.7";"A0V+B9V";"-20";"-19";"-12";"-9";"-45 9190";"";"142733.60-461249.3";7.2;7.7
"14343+2424";"STTA129";"";1874;2012;33;68;67;78.7;77.5;"8.43";"8.53";"A1V";"12";"-3";"5";"-7";"+25 2796";"NY";"143420.57+242330.5";8.43;8.53
"14358+0015";"BU  941";"AB,C";1896;2012;16;116;116;195.9;191.6;"8.69";"7.84";"F8";"-4";"-17";"-35";"8";"+00 3207";"Z";"143547.53+001434.5";8.69;7.84
"14380-5431";"DUN 163";"";1826;2010;20;114;103;57;65;"8.04";"8.37";"F0III";"-76";"-32";"-7";"-8";"-53 6037";"NLW";"143800.57-543040.6";8.04;8.37
"14403+3027";"HJL1088";"";1902;2010;13;26;25;305.1;304.8;"7.76";"8.02";"G0";"99";"-46";"94";"-44";"";"NV";"144018.39+302637.8";7.76;8.02
"14404-2615";"BU  806";"AC";1881;1999;17;67;67;71.5;71.3;"7.13";"8.92";"A1V";"-16";"-3";"-18";"-9";"";"";"144025.12-261520.5";7.13;8.92
"14452-5536";"DUN 169";"";1826;2010;20;107;105;71.8;69.3;"6.08";"7.55";"B2III";"-7";"-9";"3";"-6";"-55 6150";"N";"144510.96-553605.9";6.08;7.55
"14487-6636";"I   369";"AB";1891;2016;10;80;33;30;47.2;"5.86";"8.55";"B2.5Ve+B7";"-7";"-11";"-2";"-6";"-66 2645";"";"144844.54-663536.8";5.86;8.55
"14487-6636";"JRN  16";"AD";1892;2016;11;325;322;86.8;88.2;"5.86";"7.72";"B2.5Ve+A2";"-7";"-11";"-45";"-11";"-66 2644";"";"144844.54-663536.8";5.86;7.72
"14493-2415";"H 6 117";"AB";1825;2000;25;219;220;56.7;64.5;"5.84";"8.57";"K3III";"-22";"0";"-51";"-33";"-2311916";"NL";"144918.76-241505.3";5.84;8.57
"14509-1603";"SHJ 186";"AB";1836;2012;32;314;314;229;231.1;"2.74";"5.19";"A3IV+F4IV";"-106";"-68";"-136";"-59";"-15 3966";"NZ";"145052.78-160229.8";2.74;5.19
"14509-1603";"CAB   1";"AD";1991;1999;3;266;266;999.9;999.9;"2.74";"7.31";"A3IV+G6V";"-106";"-68";"-116";"-65";"";"NV";"145052.78-160229.8";2.74;7.31
"14514+1906";"ARN  11";"AE";1898;2015;15;101;98;286.1;271.5;"4.76";"8.65";"G8Ve+K4Ve";"153";"-72";"2";"-4";"+19 2873";"NU";"145123.38+190601.7";4.76;8.65
"14514+1906";"STF1888";"BE";1897;2009;13;101;102;286.3;273.5;"6.95";"8.65";"K5V";"90";"-147";"2";"-4";"";"NU";"145123.05+190606.8";6.95;8.65
"14538-0024";"STTA131";"AB";1873;2015;35;211;216;89.7;83.1;"7.47";"8.14";"G8III";"21";"-58";"1";"10";"+00 3265";"L Y";"145349.84-002419.6";7.47;8.14
"14565+5923";"SHY 661";"AC";1991;2003;4;81;81;999.9;999.9;"8.26";"7.42";"F8+A2";"-10";"6";"-14";"0";"";"NV";"145629.60+592247.6";8.26;7.42
"14566-1406";"HJ  561";"AB";1890;2003;14;162;165;126.2;126.4;"8.20";"8.86";"K0III+A9V";"-12";"5";"-37";"-5";"-13 4020";"N";"145637.90-140614.7";8.2;8.86
"14568+7454";"S   666";"";1879;2014;15;36;33;171.8;167.8;"6.94";"8.92";"K0";"13";"5";"-51";"31";"+75  547";"N";"145648.35+745403.3";6.94;8.92
"14596+5352";"SHJ 191";"";1831;2015;48;343;341;40;40.3;"6.86";"7.57";"F1V+F1V";"18";"3";"20";"-4";"+54 1725";"NZ";"145934.58+535136.7";6.86;7.57
"15055-0701";"TOK 587";"AD";1980;2000;5;290;290;999.9;999.9;"7.56";"7.72";"G0";"-225";"-5";"-212";"-11";"";"N";"150531.91-070048.8";7.56;7.72
"15084-5842";"RSS  25";"";1894;2010;15;265;263;56.2;56.3;"8.82";"8.92";"B6V";"-5";"2";"-4";"-6";"-58 5821";"N";"150823.36-584151.1";8.82;8.92
